True Label,Predicted Label,Prediction Probability,Prediction
0.0,0,0.07035087,Non-Apnea
0.0,0,0.054294087,Non-Apnea
0.0,0,0.050626803,Non-Apnea
0.0,0,0.04704212,Non-Apnea
0.0,0,0.037169233,Non-Apnea
0.0,0,0.00257342,Non-Apnea
0.0,0,0.10897648,Non-Apnea
0.0,0,0.3576854,Non-Apnea
0.0,0,0.27408135,Non-Apnea
0.0,0,0.17380297,Non-Apnea
0.0,0,0.15240341,Non-Apnea
0.0,0,0.0002442258,Non-Apnea
0.0,0,9.3702554e-05,Non-Apnea
0.0,0,2.9688286e-05,Non-Apnea
0.0,0,6.304508e-05,Non-Apnea
0.0,0,2.8661545e-05,Non-Apnea
0.0,0,0.00012169091,Non-Apnea
0.0,0,0.00022229996,Non-Apnea
0.0,0,0.0010580749,Non-Apnea
0.0,0,0.0010936518,Non-Apnea
0.0,0,0.0016666489,Non-Apnea
0.0,0,0.00094657415,Non-Apnea
0.0,0,0.0006267271,Non-Apnea
0.0,0,0.00012255217,Non-Apnea
0.0,0,4.1765958e-05,Non-Apnea
0.0,0,2.87836e-05,Non-Apnea
0.0,0,9.538822e-06,Non-Apnea
0.0,0,0.00023598119,Non-Apnea
0.0,0,0.00062289246,Non-Apnea
0.0,0,0.0008351149,Non-Apnea
0.0,0,0.004338085,Non-Apnea
0.0,0,0.0017228958,Non-Apnea
0.0,0,0.00030882057,Non-Apnea
0.0,0,0.00024579634,Non-Apnea
0.0,0,0.0010906532,Non-Apnea
0.0,0,0.00053144107,Non-Apnea
0.0,0,0.00062493293,Non-Apnea
0.0,0,0.0010617848,Non-Apnea
0.0,0,0.0006502453,Non-Apnea
0.0,0,9.910698e-05,Non-Apnea
0.0,0,6.836364e-05,Non-Apnea
0.0,0,0.00046144595,Non-Apnea
0.0,0,0.000115147945,Non-Apnea
0.0,0,0.00014379567,Non-Apnea
0.0,0,0.00011127501,Non-Apnea
0.0,0,8.640681e-05,Non-Apnea
0.0,0,7.050413e-05,Non-Apnea
0.0,0,9.530125e-05,Non-Apnea
0.0,0,4.9901344e-05,Non-Apnea
0.0,0,2.5068724e-05,Non-Apnea
0.0,0,7.628914e-05,Non-Apnea
0.0,0,4.8329697e-05,Non-Apnea
0.0,0,2.9636629e-05,Non-Apnea
0.0,0,2.768084e-05,Non-Apnea
0.0,0,0.00020484746,Non-Apnea
0.0,0,0.00063030235,Non-Apnea
0.0,0,0.0013482841,Non-Apnea
0.0,0,0.0016517672,Non-Apnea
0.0,0,0.0016174011,Non-Apnea
0.0,0,0.00031237156,Non-Apnea
0.0,0,0.0004328637,Non-Apnea
0.0,0,0.00028474722,Non-Apnea
0.0,1,0.98953176,Apnea
0.0,1,0.97682273,Apnea
0.0,1,0.9357634,Apnea
0.0,1,0.8386676,Apnea
0.0,1,0.8645593,Apnea
0.0,0,0.0001963464,Non-Apnea
0.0,0,0.001222571,Non-Apnea
0.0,0,0.0022482981,Non-Apnea
0.0,0,0.009469807,Non-Apnea
0.0,1,0.9505855,Apnea
0.0,1,0.9596697,Apnea
0.0,1,0.977715,Apnea
0.0,1,0.9251194,Apnea
0.0,1,0.7986725,Apnea
0.0,0,0.49039626,Non-Apnea
0.0,1,0.56184274,Apnea
0.0,0,0.23141842,Non-Apnea
0.0,1,0.6621001,Apnea
0.0,1,0.5834515,Apnea
0.0,0,0.0015313675,Non-Apnea
0.0,0,0.00012917773,Non-Apnea
0.0,0,1.48662e-05,Non-Apnea
0.0,0,2.0544278e-05,Non-Apnea
0.0,0,6.2317063e-06,Non-Apnea
0.0,0,0.0003698464,Non-Apnea
0.0,0,0.0015355987,Non-Apnea
0.0,0,0.23635246,Non-Apnea
0.0,1,0.906133,Apnea
0.0,1,0.86337906,Apnea
0.0,1,0.55945545,Apnea
0.0,0,0.16620512,Non-Apnea
0.0,0,0.013889748,Non-Apnea
0.0,0,4.012843e-05,Non-Apnea
0.0,0,2.0729074e-05,Non-Apnea
0.0,0,0.00028857397,Non-Apnea
0.0,0,0.0001583903,Non-Apnea
0.0,0,8.663932e-05,Non-Apnea
0.0,0,0.0030275993,Non-Apnea
0.0,0,0.000449577,Non-Apnea
0.0,0,7.8061516e-05,Non-Apnea
0.0,0,0.00029998165,Non-Apnea
0.0,0,0.00084047316,Non-Apnea
0.0,0,0.035827797,Non-Apnea
0.0,0,0.13269554,Non-Apnea
0.0,0,0.48713848,Non-Apnea
0.0,0,0.39177352,Non-Apnea
0.0,0,0.10764296,Non-Apnea
0.0,0,0.00050793105,Non-Apnea
0.0,0,0.005612184,Non-Apnea
0.0,0,0.007575904,Non-Apnea
0.0,0,0.19177534,Non-Apnea
0.0,1,0.7082594,Apnea
0.0,1,0.90255576,Apnea
0.0,1,0.86769843,Apnea
0.0,1,0.95934427,Apnea
0.0,0,0.035144184,Non-Apnea
0.0,0,0.017025195,Non-Apnea
0.0,0,0.0054418193,Non-Apnea
0.0,0,0.0012318452,Non-Apnea
0.0,0,0.00030891245,Non-Apnea
0.0,0,0.00040169177,Non-Apnea
0.0,0,7.6799224e-05,Non-Apnea
0.0,0,0.0001589889,Non-Apnea
0.0,0,0.00014739562,Non-Apnea
0.0,0,0.00035040954,Non-Apnea
0.0,1,0.7747925,Apnea
0.0,1,0.7527886,Apnea
0.0,1,0.7100268,Apnea
0.0,1,0.7790337,Apnea
0.0,1,0.5697601,Apnea
0.0,0,0.09293436,Non-Apnea
0.0,0,0.0004162454,Non-Apnea
0.0,0,0.00020077277,Non-Apnea
0.0,0,0.00063344685,Non-Apnea
0.0,0,0.0004897386,Non-Apnea
0.0,0,0.0003279343,Non-Apnea
0.0,0,7.376375e-05,Non-Apnea
0.0,0,0.00015433894,Non-Apnea
0.0,0,0.00010605421,Non-Apnea
0.0,0,4.5141784e-05,Non-Apnea
0.0,0,6.4503016e-05,Non-Apnea
0.0,0,0.00012363013,Non-Apnea
0.0,1,0.7126331,Apnea
0.0,1,0.7334208,Apnea
0.0,1,0.6786403,Apnea
0.0,1,0.5317214,Apnea
0.0,1,0.5469266,Apnea
0.0,0,0.29518765,Non-Apnea
0.0,0,0.29199722,Non-Apnea
0.0,1,0.6699724,Apnea
0.0,0,0.00015471705,Non-Apnea
0.0,0,0.0008425274,Non-Apnea
0.0,0,0.0016799208,Non-Apnea
0.0,0,0.00044193084,Non-Apnea
0.0,0,0.00022836229,Non-Apnea
0.0,0,0.00030502974,Non-Apnea
0.0,0,0.00038962913,Non-Apnea
0.0,0,0.0021842872,Non-Apnea
0.0,0,0.012899763,Non-Apnea
0.0,0,0.044852767,Non-Apnea
0.0,0,0.3390459,Non-Apnea
0.0,0,0.045355767,Non-Apnea
0.0,0,0.0025865105,Non-Apnea
0.0,0,0.00036372012,Non-Apnea
0.0,0,0.0005159928,Non-Apnea
0.0,0,0.00085885305,Non-Apnea
0.0,0,0.0028437995,Non-Apnea
0.0,0,0.006674186,Non-Apnea
0.0,0,0.0017872441,Non-Apnea
0.0,0,0.0003377416,Non-Apnea
0.0,0,0.0005134149,Non-Apnea
0.0,0,0.27488482,Non-Apnea
0.0,0,0.16932513,Non-Apnea
0.0,0,0.09995142,Non-Apnea
0.0,0,0.021559551,Non-Apnea
0.0,0,0.03771411,Non-Apnea
0.0,0,0.00017319138,Non-Apnea
0.0,0,0.30490938,Non-Apnea
0.0,0,0.49460855,Non-Apnea
0.0,1,0.6297256,Apnea
0.0,0,0.20576544,Non-Apnea
0.0,0,0.1402525,Non-Apnea
0.0,0,0.00562134,Non-Apnea
0.0,0,0.0019937693,Non-Apnea
0.0,0,0.0008592673,Non-Apnea
0.0,1,0.6530231,Apnea
0.0,0,0.48117036,Non-Apnea
0.0,1,0.7224169,Apnea
0.0,1,0.7816712,Apnea
0.0,1,0.9658193,Apnea
0.0,0,0.10932207,Non-Apnea
0.0,0,0.18912081,Non-Apnea
0.0,0,0.0069268225,Non-Apnea
0.0,1,0.5105702,Apnea
0.0,0,0.079313815,Non-Apnea
0.0,0,0.22350466,Non-Apnea
0.0,1,0.64224625,Apnea
0.0,1,0.8196528,Apnea
0.0,0,6.156483e-05,Non-Apnea
0.0,0,0.00081634586,Non-Apnea
0.0,0,7.259642e-05,Non-Apnea
0.0,0,6.258188e-05,Non-Apnea
0.0,0,0.024765868,Non-Apnea
0.0,0,0.0710032,Non-Apnea
0.0,0,0.13668631,Non-Apnea
0.0,0,0.18309171,Non-Apnea
0.0,0,0.2660253,Non-Apnea
0.0,0,0.46130657,Non-Apnea
0.0,0,0.32207218,Non-Apnea
0.0,0,0.22062856,Non-Apnea
0.0,0,0.007398642,Non-Apnea
0.0,0,0.00035080814,Non-Apnea
0.0,0,7.406112e-05,Non-Apnea
0.0,0,5.6267795e-06,Non-Apnea
0.0,0,1.7348542e-05,Non-Apnea
0.0,0,6.4837885e-05,Non-Apnea
0.0,0,5.7335354e-05,Non-Apnea
0.0,0,0.018529972,Non-Apnea
0.0,0,0.19703612,Non-Apnea
0.0,0,0.11375715,Non-Apnea
0.0,0,0.11887778,Non-Apnea
0.0,0,0.24653903,Non-Apnea
0.0,0,0.00020322089,Non-Apnea
0.0,0,0.0012585525,Non-Apnea
0.0,0,0.010400195,Non-Apnea
0.0,0,0.008536651,Non-Apnea
0.0,0,0.0050045187,Non-Apnea
0.0,0,0.0068507455,Non-Apnea
0.0,0,0.0021385858,Non-Apnea
0.0,0,0.031291883,Non-Apnea
0.0,0,0.030306086,Non-Apnea
0.0,0,0.11671357,Non-Apnea
0.0,0,0.14082411,Non-Apnea
0.0,1,0.53453714,Apnea
0.0,0,2.864818e-05,Non-Apnea
0.0,0,9.8346114e-05,Non-Apnea
0.0,0,0.00053176784,Non-Apnea
0.0,0,0.00023095109,Non-Apnea
0.0,0,0.17819431,Non-Apnea
0.0,0,0.29341438,Non-Apnea
0.0,1,0.63270646,Apnea
0.0,1,0.8215764,Apnea
0.0,1,0.82983434,Apnea
0.0,0,0.0021139514,Non-Apnea
0.0,0,0.00034126805,Non-Apnea
0.0,0,0.0006434967,Non-Apnea
0.0,0,0.00017744898,Non-Apnea
0.0,0,0.00019171681,Non-Apnea
0.0,0,0.00012419515,Non-Apnea
0.0,0,0.00048525294,Non-Apnea
0.0,0,0.0002383537,Non-Apnea
0.0,0,0.00046401576,Non-Apnea
0.0,0,0.003432519,Non-Apnea
0.0,0,0.0016898464,Non-Apnea
0.0,0,0.00018605309,Non-Apnea
0.0,0,0.45054048,Non-Apnea
0.0,0,1.615732e-05,Non-Apnea
0.0,0,4.8949923e-06,Non-Apnea
0.0,0,7.671401e-06,Non-Apnea
0.0,0,3.142789e-06,Non-Apnea
0.0,0,2.3678194e-05,Non-Apnea
0.0,0,0.0032119302,Non-Apnea
0.0,0,0.16537371,Non-Apnea
0.0,0,0.30054906,Non-Apnea
0.0,0,0.27694574,Non-Apnea
0.0,0,0.32712188,Non-Apnea
0.0,1,0.5626717,Apnea
0.0,1,0.57054734,Apnea
0.0,0,0.41748962,Non-Apnea
0.0,0,0.3124976,Non-Apnea
0.0,1,0.5178681,Apnea
0.0,0,0.012092692,Non-Apnea
0.0,0,0.0902417,Non-Apnea
0.0,0,0.0054236683,Non-Apnea
0.0,0,0.0032980226,Non-Apnea
0.0,0,0.0061770924,Non-Apnea
0.0,0,0.009099449,Non-Apnea
0.0,0,0.0074778763,Non-Apnea
0.0,0,0.109410055,Non-Apnea
0.0,0,0.122543655,Non-Apnea
0.0,0,0.0272423,Non-Apnea
0.0,0,0.065208346,Non-Apnea
0.0,0,0.03945136,Non-Apnea
0.0,0,0.00462331,Non-Apnea
0.0,0,0.008557136,Non-Apnea
0.0,0,0.080473006,Non-Apnea
0.0,0,0.059888627,Non-Apnea
0.0,0,0.13712704,Non-Apnea
0.0,1,0.6989451,Apnea
0.0,1,0.6217415,Apnea
0.0,0,0.36372483,Non-Apnea
0.0,0,0.09661227,Non-Apnea
0.0,0,0.054473683,Non-Apnea
0.0,0,0.005489451,Non-Apnea
0.0,0,0.0017726833,Non-Apnea
0.0,0,0.0007579948,Non-Apnea
0.0,0,0.0015176308,Non-Apnea
0.0,0,0.00036789582,Non-Apnea
0.0,0,0.0011854323,Non-Apnea
0.0,0,0.00028302585,Non-Apnea
0.0,0,0.003941324,Non-Apnea
0.0,0,0.014104997,Non-Apnea
0.0,0,0.0041950806,Non-Apnea
0.0,0,0.003510095,Non-Apnea
0.0,0,0.02274501,Non-Apnea
0.0,0,0.071591556,Non-Apnea
0.0,0,0.015402865,Non-Apnea
0.0,0,0.019045237,Non-Apnea
0.0,0,0.027584054,Non-Apnea
0.0,0,0.009745248,Non-Apnea
0.0,0,0.0077451523,Non-Apnea
0.0,0,0.0005951319,Non-Apnea
0.0,0,0.00028948885,Non-Apnea
0.0,0,0.0013577214,Non-Apnea
0.0,0,6.314797e-05,Non-Apnea
0.0,0,0.000266774,Non-Apnea
0.0,0,0.00059378485,Non-Apnea
0.0,0,0.0011747383,Non-Apnea
0.0,0,1.696721e-05,Non-Apnea
0.0,0,4.1026888e-05,Non-Apnea
0.0,0,9.241052e-06,Non-Apnea
0.0,0,7.225331e-05,Non-Apnea
0.0,0,0.00038670932,Non-Apnea
0.0,0,0.00047217208,Non-Apnea
0.0,0,0.0016386182,Non-Apnea
0.0,0,0.005562381,Non-Apnea
0.0,0,0.00031231943,Non-Apnea
0.0,0,5.7854824e-05,Non-Apnea
0.0,0,1.352056e-05,Non-Apnea
0.0,0,0.0020529055,Non-Apnea
0.0,0,0.0020417047,Non-Apnea
0.0,0,0.045227822,Non-Apnea
0.0,0,0.02297803,Non-Apnea
0.0,0,0.016014459,Non-Apnea
0.0,0,0.0035780817,Non-Apnea
0.0,0,0.010800419,Non-Apnea
0.0,0,0.0006072034,Non-Apnea
0.0,0,0.00014379388,Non-Apnea
0.0,0,2.0257045e-05,Non-Apnea
0.0,0,1.3303914e-05,Non-Apnea
0.0,0,2.9164016e-06,Non-Apnea
0.0,0,1.7693645e-06,Non-Apnea
0.0,0,7.1768377e-06,Non-Apnea
0.0,0,0.0001534194,Non-Apnea
0.0,0,4.828768e-05,Non-Apnea
0.0,0,2.1621448e-05,Non-Apnea
0.0,0,1.293908e-06,Non-Apnea
0.0,0,8.4710405e-07,Non-Apnea
0.0,0,9.2191806e-07,Non-Apnea
0.0,0,4.9438404e-07,Non-Apnea
0.0,0,3.3183784e-07,Non-Apnea
0.0,0,2.9388038e-06,Non-Apnea
0.0,0,5.9112426e-06,Non-Apnea
0.0,0,7.285779e-07,Non-Apnea
0.0,0,1.657044e-05,Non-Apnea
0.0,0,0.0015814111,Non-Apnea
0.0,0,0.0025235382,Non-Apnea
0.0,0,0.0036895352,Non-Apnea
0.0,0,0.0011114596,Non-Apnea
0.0,0,0.0012168011,Non-Apnea
0.0,0,1.1638911e-05,Non-Apnea
0.0,0,2.2687964e-06,Non-Apnea
0.0,0,2.8211798e-06,Non-Apnea
0.0,0,0.00034312627,Non-Apnea
0.0,0,0.00402627,Non-Apnea
0.0,0,0.0018694976,Non-Apnea
0.0,0,0.0023718849,Non-Apnea
0.0,0,0.00042424572,Non-Apnea
0.0,0,2.9458548e-05,Non-Apnea
0.0,0,2.54445e-06,Non-Apnea
0.0,0,3.2035646e-06,Non-Apnea
0.0,0,2.7534052e-06,Non-Apnea
0.0,0,2.4098229e-06,Non-Apnea
0.0,0,4.4133003e-07,Non-Apnea
0.0,0,2.392291e-07,Non-Apnea
0.0,0,2.4171975e-06,Non-Apnea
0.0,0,6.645207e-06,Non-Apnea
0.0,0,5.3610616e-05,Non-Apnea
0.0,0,0.0014668126,Non-Apnea
0.0,0,0.0007421188,Non-Apnea
0.0,0,0.00060112594,Non-Apnea
0.0,0,0.00027398355,Non-Apnea
0.0,0,0.000111727,Non-Apnea
0.0,0,0.00012406425,Non-Apnea
0.0,0,3.2314074e-05,Non-Apnea
0.0,0,4.0478455e-05,Non-Apnea
0.0,0,0.00055924244,Non-Apnea
0.0,0,0.0006659114,Non-Apnea
0.0,0,0.0034893616,Non-Apnea
0.0,0,0.010624271,Non-Apnea
0.0,0,0.028650837,Non-Apnea
0.0,0,0.02328055,Non-Apnea
0.0,0,0.020314364,Non-Apnea
0.0,0,0.010975974,Non-Apnea
0.0,0,0.00030693202,Non-Apnea
0.0,0,0.00070179114,Non-Apnea
0.0,0,0.0011632235,Non-Apnea
0.0,0,0.0008440538,Non-Apnea
0.0,0,0.00065421575,Non-Apnea
0.0,0,0.0025988831,Non-Apnea
0.0,0,0.0011428772,Non-Apnea
0.0,0,0.0007800533,Non-Apnea
0.0,0,0.0006400191,Non-Apnea
0.0,0,0.0012059772,Non-Apnea
0.0,0,0.00014929943,Non-Apnea
0.0,0,0.00015891828,Non-Apnea
0.0,0,2.9198938e-05,Non-Apnea
0.0,0,1.5928058e-06,Non-Apnea
0.0,0,1.7600668e-07,Non-Apnea
0.0,0,2.2390927e-06,Non-Apnea
0.0,0,7.5377175e-06,Non-Apnea
0.0,0,1.617064e-05,Non-Apnea
0.0,0,4.3656408e-05,Non-Apnea
0.0,0,0.0011146034,Non-Apnea
0.0,0,0.0002406835,Non-Apnea
0.0,0,0.00204328,Non-Apnea
0.0,0,0.0004570538,Non-Apnea
0.0,0,0.00012330001,Non-Apnea
0.0,0,2.7775268e-05,Non-Apnea
0.0,0,5.382228e-05,Non-Apnea
0.0,0,2.4089697e-05,Non-Apnea
0.0,0,4.0434493e-06,Non-Apnea
0.0,0,1.8734502e-06,Non-Apnea
0.0,0,3.562794e-06,Non-Apnea
0.0,0,0.048575073,Non-Apnea
0.0,0,0.15028355,Non-Apnea
0.0,0,0.13688609,Non-Apnea
0.0,0,0.041990656,Non-Apnea
0.0,0,0.011615076,Non-Apnea
0.0,0,0.0012959853,Non-Apnea
0.0,0,0.00048673074,Non-Apnea
0.0,0,1.1731327e-05,Non-Apnea
0.0,0,1.9247424e-05,Non-Apnea
0.0,0,2.3777988e-05,Non-Apnea
0.0,0,5.8414785e-06,Non-Apnea
0.0,0,0.0001264437,Non-Apnea
0.0,0,0.00013785795,Non-Apnea
0.0,0,1.6062591e-05,Non-Apnea
0.0,0,1.0965917e-05,Non-Apnea
0.0,0,6.6326334e-05,Non-Apnea
0.0,0,1.6770454e-06,Non-Apnea
0.0,0,3.265169e-05,Non-Apnea
0.0,0,0.00081549614,Non-Apnea
0.0,0,0.00030506318,Non-Apnea
0.0,0,0.0002745151,Non-Apnea
0.0,0,0.00076949794,Non-Apnea
0.0,0,0.0022224053,Non-Apnea
0.0,0,0.00050120556,Non-Apnea
0.0,0,0.0016472419,Non-Apnea
0.0,0,0.0022659728,Non-Apnea
0.0,0,0.0001910883,Non-Apnea
0.0,0,7.756289e-05,Non-Apnea
0.0,0,0.00031283768,Non-Apnea
0.0,0,0.00012967743,Non-Apnea
0.0,0,3.768903e-05,Non-Apnea
0.0,0,0.00063256966,Non-Apnea
0.0,0,0.0012061433,Non-Apnea
0.0,0,0.00024696102,Non-Apnea
0.0,0,5.6675366e-05,Non-Apnea
0.0,0,9.350958e-05,Non-Apnea
0.0,0,5.2335995e-06,Non-Apnea
0.0,0,1.2698832e-05,Non-Apnea
0.0,0,5.8350865e-06,Non-Apnea
0.0,0,1.852477e-05,Non-Apnea
0.0,0,2.3217824e-06,Non-Apnea
0.0,0,2.863151e-06,Non-Apnea
0.0,0,2.3975633e-06,Non-Apnea
0.0,0,1.6639942e-05,Non-Apnea
0.0,0,0.0001575172,Non-Apnea
0.0,0,6.19621e-05,Non-Apnea
0.0,0,0.000300887,Non-Apnea
0.0,0,0.00046584097,Non-Apnea
0.0,0,0.00010208994,Non-Apnea
0.0,0,0.0002332546,Non-Apnea
0.0,0,0.00026163648,Non-Apnea
0.0,0,1.6679678e-05,Non-Apnea
0.0,0,0.0024653631,Non-Apnea
0.0,0,0.028039277,Non-Apnea
0.0,0,0.023285925,Non-Apnea
0.0,0,0.028392145,Non-Apnea
0.0,0,0.047549002,Non-Apnea
0.0,0,0.011064069,Non-Apnea
0.0,0,0.00010307871,Non-Apnea
0.0,0,3.9890612e-05,Non-Apnea
0.0,0,8.87919e-05,Non-Apnea
0.0,0,1.8389623e-05,Non-Apnea
0.0,0,5.883931e-06,Non-Apnea
0.0,0,0.0006702388,Non-Apnea
0.0,0,0.00062349887,Non-Apnea
0.0,0,8.161773e-05,Non-Apnea
0.0,0,7.034718e-05,Non-Apnea
0.0,0,0.0023628147,Non-Apnea
